TIME;IOITSecure447 > R Ph Voltage;IOITSecure447 > Y Ph Voltage;IOITSecure447 > B Ph Voltage;IOITSecure447 > Average Phase Voltage;IOITSecure447 > RY Line Voltage;IOITSecure447 > YB Line Voltage;IOITSecure447 > BR Line Voltage;IOITSecure447 > R Phase Line current ;IOITSecure447 > Y Phase Line current ;IOITSecure447 > B Phase Line current ;IOITSecure447 > Neutral Line current  ;IOITSecure447 > R Phase Active Current;IOITSecure447 > Y Phase Active Current;IOITSecure447 > B Phase Active Current;IOITSecure447 > R Phase Reactive Current;IOITSecure447 > Y Phase Reactive Current;IOITSecure447 > B Phase Reactive Current;IOITSecure447 > Power factor (Q1);IOITSecure447 > Power factor (Q2);IOITSecure447 > Power factor (Q3);IOITSecure447 > Avg power factor;IOITSecure447 > R- Phase Active Power;IOITSecure447 > Y- Phase Active Power;IOITSecure447 > B- Phase Active Power;IOITSecure447 > 3 Phase Active Power;IOITSecure447 > R- Phase Reactive Power;IOITSecure447 > Y- Phase Reactive Power;IOITSecure447 > B- Phase Reactive Power;IOITSecure447 > 3 Phase Reactive Power;IOITSecure447 > R- Phase Apparent Power;IOITSecure447 > Y- Phase Apparent Power;IOITSecure447 > B- Phase Apparent Power;IOITSecure447 > 3 Phase Apparent  Power;IOITSecure447 > R-Ph Voltage THD;IOITSecure447 > Y-Ph Voltage THD;IOITSecure447 > B-Ph Voltage THD;IOITSecure447 > R-Ph Current THD;IOITSecure447 > Y-Ph Current THD;IOITSecure447 > B-Ph Current THD
23/12/2023 03:43:20;242.14;243.56;243.27;242.99;420.00;421.64;421.06;19.43;14.98;19.16;6.99;19.11;14.96;19.16;3.22;-0.90;0.43;0.99;-1.00;1.00;1.00;4.56;3.60;4.62;12.80;0.79;-0.22;0.10;0.69;4.69;3.65;4.64;12.92;3.45;4.41;4.01;85.78;78.66;87.33
23/12/2023 03:43:30;242.27;243.71;243.31;243.07;420.13;421.75;421.17;19.40;14.99;19.20;7.12;19.20;14.96;19.16;3.22;-0.90;0.43;0.99;-1.00;1.00;1.00;4.56;3.60;4.62;12.80;0.79;-0.22;0.10;0.69;4.69;3.65;4.64;12.92;3.45;4.41;4.01;85.78;78.66;87.33
23/12/2023 03:43:40;242.27;243.71;243.31;243.07;420.13;421.75;421.17;19.40;14.99;19.20;7.12;19.20;14.95;19.19;3.15;-0.91;0.46;0.99;-1.00;1.00;1.00;4.56;3.60;4.60;12.76;0.77;-0.24;0.12;0.67;4.71;3.66;4.72;13.04;3.46;4.45;4.01;89.08;78.75;69.44
23/12/2023 03:43:50;242.21;243.64;243.32;243.06;420.12;421.80;421.26;19.40;14.99;19.31;7.22;19.07;14.97;19.17;3.27;-0.89;0.59;0.99;-1.00;1.00;1.00;4.56;3.60;4.60;12.76;0.77;-0.24;0.12;0.67;4.71;3.66;4.72;13.04;3.46;4.45;4.01;89.08;78.75;69.44
23/12/2023 03:44:00;242.21;243.64;243.32;243.06;420.12;421.80;421.26;19.40;14.99;19.31;7.22;19.07;14.97;19.17;3.27;-0.89;0.59;0.99;-1.00;1.00;1.00;4.56;3.59;4.60;12.74;0.77;-0.22;0.13;0.70;4.69;3.66;4.67;12.97;3.50;4.39;4.06;89.38;78.42;8.60
23/12/2023 03:44:10;242.38;243.89;243.60;243.33;420.53;422.21;421.63;19.32;15.00;19.25;7.06;19.05;14.94;19.05;3.24;-0.87;0.61;0.99;-1.00;1.00;1.00;4.56;3.59;4.60;12.74;0.77;-0.22;0.13;0.70;4.69;3.66;4.67;12.97;3.50;4.39;4.06;89.38;78.42;8.60
23/12/2023 03:44:20;242.38;243.89;243.60;243.33;420.53;422.21;421.63;19.32;15.00;19.25;7.06;19.05;14.94;19.05;3.24;-0.87;0.61;0.99;-1.00;1.00;1.00;4.56;3.59;4.62;12.78;0.79;-0.22;0.15;0.71;4.68;3.65;4.67;12.96;3.43;4.46;4.01;89.00;78.68;69.27
23/12/2023 03:44:30;242.24;243.69;243.45;243.06;420.00;421.75;421.24;19.42;14.99;19.14;7.08;19.09;14.94;19.05;3.21;-0.89;0.66;0.99;-1.00;1.00;1.00;4.57;3.59;4.61;12.76;0.80;-0.22;0.15;0.71;4.68;3.65;4.67;12.96;3.43;4.46;4.01;89.00;78.68;69.27
23/12/2023 03:44:40;242.24;243.69;243.45;243.06;420.00;421.75;421.24;19.42;14.99;19.14;7.08;19.09;14.94;19.05;3.21;-0.89;0.66;0.99;-1.00;1.00;1.00;4.57;3.59;4.61;12.76;0.80;-0.22;0.14;0.71;4.69;3.64;4.66;12.93;3.48;4.39;4.05;86.15;78.33;70.08
23/12/2023 03:44:50;242.08;243.50;243.22;242.94;419.76;421.55;421.02;19.42;14.98;19.16;7.01;19.21;14.96;19.17;3.21;-0.88;0.46;0.99;-1.00;1.00;1.00;4.56;3.59;4.62;12.75;0.77;-0.22;0.11;0.71;4.70;3.65;4.66;12.93;3.48;4.39;4.05;86.15;78.33;70.08
23/12/2023 03:45:00;241.90;243.50;243.22;242.94;419.76;421.55;421.02;19.42;14.98;19.16;7.01;19.21;14.96;19.17;3.21;-0.88;0.46;0.99;-1.00;1.00;1.00;4.56;3.59;4.62;12.75;0.77;-0.22;0.11;0.71;4.70;3.65;4.67;12.96;3.53;4.28;4.04;85.51;78.53;70.01
23/12/2023 03:45:10;241.90;243.39;243.13;242.82;419.58;421.39;420.78;19.41;14.97;19.24;7.08;19.14;14.99;19.16;3.26;-0.89;0.63;0.99;-1.00;1.00;1.00;4.56;3.59;4.63;12.78;0.77;-0.21;0.15;0.71;4.69;3.65;4.68;12.97;3.41;4.40;3.99;89.10;78.61;70.01
23/12/2023 03:45:20;241.95;243.43;243.13;242.82;419.58;421.39;420.78;19.41;14.97;19.24;7.08;19.14;14.99;19.16;3.26;-0.89;0.63;0.99;-1.00;1.00;1.00;4.56;3.59;4.63;12.78;0.77;-0.21;0.15;0.71;4.69;3.65;4.68;12.97;3.41;4.40;3.99;89.10;78.61;209.34
23/12/2023 03:45:30;241.95;243.43;243.10;242.83;419.63;421.32;420.70;19.38;14.99;19.19;6.96;19.08;14.93;19.20;3.20;-0.89;0.48;0.99;-1.00;1.00;1.00;4.56;3.58;4.61;12.78;0.78;-0.21;0.14;0.72;4.68;3.65;4.66;12.95;3.43;4.50;3.91;88.85;78.72;8.58
23/12/2023 03:45:40;241.89;243.40;243.00;242.71;419.39;421.25;420.70;19.38;14.99;19.19;6.96;19.08;14.93;19.20;3.20;-0.89;0.48;0.99;-1.00;1.00;1.00;4.56;3.58;4.61;12.78;0.78;-0.21;0.14;0.72;4.68;3.65;4.66;12.95;3.43;4.50;3.91;88.85;78.72;8.58
23/12/2023 03:45:50;241.89;243.40;243.00;242.71;419.39;421.25;420.58;19.40;15.01;19.20;7.04;19.13;14.96;19.18;3.20;-0.88;0.57;0.99;-1.00;1.00;1.00;4.56;3.60;4.58;12.74;0.79;-0.22;0.09;0.64;4.69;3.65;4.65;12.94;3.44;4.41;3.97;86.18;78.87;69.49
23/12/2023 03:46:00;241.76;243.32;242.99;242.69;419.36;420.95;420.25;19.43;15.01;19.71;7.38;19.13;14.96;19.18;3.20;-0.88;0.57;0.99;-1.00;1.00;1.00;4.56;3.60;4.58;12.74;0.79;-0.22;0.09;0.64;4.69;3.65;4.65;12.94;3.44;4.41;3.97;86.18;78.87;69.49
23/12/2023 03:46:10;241.76;243.32;242.99;242.69;419.36;420.95;420.25;19.43;15.01;19.71;7.38;19.19;14.97;19.61;3.26;-0.89;0.78;0.99;-1.00;1.00;1.00;4.55;3.59;4.68;12.81;0.78;-0.22;0.07;0.63;4.72;3.66;4.74;13.02;3.61;4.39;3.95;85.60;78.29;67.92
23/12/2023 03:46:20;241.71;243.28;242.84;242.63;419.30;421.09;420.32;19.36;15.01;19.79;7.16;19.11;14.96;19.58;3.23;-0.92;0.77;0.99;-1.00;1.00;1.00;4.55;3.59;4.68;12.81;0.78;-0.22;0.07;0.63;4.72;3.66;4.74;13.02;3.61;4.39;3.95;85.60;78.29;67.92
23/12/2023 03:46:30;241.71;243.28;242.84;242.63;419.30;421.09;420.32;19.36;15.01;19.79;7.16;19.11;14.96;19.58;3.23;-0.92;0.77;0.99;-1.00;1.00;1.00;4.53;3.59;4.70;12.86;0.78;-0.21;0.19;0.73;4.67;3.66;4.79;13.08;3.43;4.37;3.97;88.94;78.66;68.47
23/12/2023 03:46:40;241.97;243.52;243.11;242.87;419.67;421.48;420.85;19.41;15.02;19.42;6.92;19.12;14.98;19.45;3.18;-0.89;0.65;0.99;-1.00;1.00;1.00;4.53;3.59;4.70;12.86;0.78;-0.21;0.19;0.73;4.67;3.66;4.79;13.08;3.43;4.37;3.97;88.94;78.66;68.47
23/12/2023 03:46:50;241.97;243.52;243.11;242.87;419.67;421.48;420.85;19.41;15.02;19.42;6.92;19.12;14.98;19.45;3.18;-0.89;0.65;0.99;-1.00;1.00;1.00;4.56;3.60;4.70;12.84;0.76;-0.21;0.16;0.71;4.69;3.66;4.76;13.05;3.44;4.37;3.97;89.00;78.59;68.12
23/12/2023 03:47:00;242.02;243.57;243.25;242.88;419.63;421.62;420.94;20.87;15.04;19.50;8.85;20.29;14.97;19.57;4.86;-0.90;0.80;0.97;-1.00;1.00;1.00;4.86;3.61;4.71;13.15;0.76;-0.21;0.16;0.71;4.69;3.66;4.76;13.05;3.44;4.37;3.97;89.00;78.59;68.12
23/12/2023 03:47:10;242.02;243.57;243.25;242.88;419.63;421.62;420.94;20.87;15.04;19.50;8.85;20.29;14.97;19.57;4.86;-0.90;0.80;0.97;-1.00;1.00;1.00;4.86;3.61;4.71;13.15;1.17;-0.22;0.20;1.14;5.07;3.66;4.76;13.38;3.44;4.37;3.97;82.08;78.69;68.45
23/12/2023 03:47:20;241.90;243.86;243.29;243.04;419.90;421.87;421.20;21.09;14.98;19.52;8.84;20.41;15.02;19.55;4.85;-0.89;0.68;0.97;-1.00;1.00;1.00;4.87;3.60;4.71;13.17;1.17;-0.21;0.13;1.10;5.07;3.66;4.76;13.38;3.44;4.37;3.97;82.08;78.69;68.45
23/12/2023 03:47:30;241.90;243.86;243.29;243.04;419.90;421.87;421.20;21.09;14.98;19.52;8.84;20.41;15.02;19.55;4.85;-0.89;0.68;0.97;-1.00;1.00;1.00;4.87;3.60;4.71;13.17;1.17;-0.21;0.13;1.10;5.07;3.65;4.73;13.36;3.42;4.32;3.99;79.78;78.87;68.13
23/12/2023 03:47:40;241.97;243.95;243.28;243.07;419.99;421.87;421.11;20.81;15.01;19.60;8.93;20.31;14.97;19.54;4.89;-0.88;0.81;0.97;-1.00;1.00;1.00;4.84;3.60;4.70;13.18;1.15;-0.22;0.10;1.15;5.05;3.66;4.74;13.37;3.56;4.37;3.98;79.78;78.87;68.13
23/12/2023 03:47:50;241.97;243.95;243.28;243.07;419.99;421.87;421.11;20.81;15.01;19.60;8.93;20.31;14.97;19.54;4.89;-0.88;0.81;0.97;-1.00;1.00;1.00;4.84;3.60;4.70;13.18;1.15;-0.22;0.10;1.15;5.05;3.66;4.74;13.37;3.56;4.37;3.98;80.54;78.78;8.38
23/12/2023 03:48:00;242.06;244.06;243.39;243.22;420.28;422.15;421.37;20.82;14.96;19.53;8.85;20.34;14.99;19.54;4.75;-0.87;0.69;0.97;-1.00;1.00;1.00;4.86;3.60;4.67;13.11;1.16;-0.22;0.16;1.10;5.07;3.65;4.83;13.44;3.44;4.55;3.97;82.52;79.00;67.91
23/12/2023 03:48:10;242.25;244.15;243.55;243.32;420.39;422.15;421.37;20.82;14.96;19.53;8.85;20.34;14.99;19.54;4.75;-0.87;0.69;0.97;-1.00;1.00;1.00;4.86;3.60;4.67;13.11;1.16;-0.22;0.16;1.10;5.07;3.65;4.83;13.44;3.44;4.55;3.97;82.52;79.00;67.91
23/12/2023 03:48:20;242.25;244.15;243.55;243.32;420.39;422.25;421.66;20.88;15.00;19.55;8.82;20.28;14.96;19.52;4.80;-0.91;0.67;0.97;-1.00;1.00;1.00;4.85;3.60;4.70;13.17;1.19;-0.22;0.17;1.12;5.05;3.66;4.84;13.44;3.45;4.41;4.01;82.69;78.45;68.48
23/12/2023 03:48:30;242.47;244.27;243.70;243.47;420.66;422.50;421.92;20.97;14.99;19.39;8.82;20.28;14.96;19.52;4.80;-0.91;0.67;0.97;-1.00;1.00;1.00;4.85;3.60;4.70;13.17;1.19;-0.22;0.17;1.12;5.05;3.66;4.84;13.44;3.45;4.41;4.01;82.69;78.45;68.48
23/12/2023 03:48:40;242.47;244.27;243.70;243.47;420.66;422.50;421.92;20.97;14.99;19.39;8.77;20.30;14.95;19.40;4.77;-0.89;0.70;0.97;-1.00;1.00;1.00;4.85;3.60;4.77;13.22;1.19;-0.22;0.19;1.17;5.06;3.66;4.75;13.43;3.43;4.40;3.94;83.53;78.51;68.35
23/12/2023 03:48:50;242.25;244.00;243.50;243.25;420.34;422.20;421.61;20.98;14.99;19.64;9.24;20.47;14.96;19.46;4.98;-0.89;0.70;0.97;-1.00;1.00;1.00;4.85;3.60;4.77;13.22;1.19;-0.22;0.19;1.17;5.06;3.66;4.75;13.43;3.43;4.40;3.94;83.53;78.51;68.35
23/12/2023 03:49:00;242.25;244.00;243.50;243.25;420.34;422.20;421.61;20.98;14.99;19.64;9.24;20.47;14.96;19.46;4.98;-0.90;0.78;0.97;-1.00;1.00;1.00;4.83;3.59;4.70;13.14;1.17;-0.21;0.18;1.15;5.07;3.67;4.78;13.43;3.56;4.39;3.99;80.41;79.23;68.78
23/12/2023 03:49:10;242.33;244.04;243.63;243.34;420.36;422.34;421.92;20.87;14.99;19.51;8.87;20.31;14.94;19.70;4.76;-0.89;0.46;0.97;-1.00;1.00;1.00;4.83;3.59;4.70;13.14;1.17;-0.21;0.18;1.15;5.07;3.67;4.78;13.43;3.56;4.39;3.99;80.41;79.23;68.78
23/12/2023 03:49:20;242.33;244.04;243.63;243.34;420.36;422.34;421.92;20.87;14.99;19.51;8.87;20.31;14.94;19.70;4.76;-0.89;0.46;0.97;-1.00;1.00;1.00;4.85;3.60;4.72;13.17;1.17;-0.22;0.15;1.14;5.05;3.66;4.78;13.36;3.38;4.24;3.99;79.36;79.03;15.29
23/12/2023 03:49:30;242.54;244.30;243.83;243.63;420.89;422.79;422.27;20.83;15.03;19.67;8.87;20.24;14.93;19.57;4.77;-0.89;0.81;0.97;-1.00;1.00;1.00;4.85;3.61;4.72;13.18;1.17;-0.22;0.15;1.14;5.05;3.66;4.78;13.36;3.38;4.24;3.99;79.36;79.03;15.29
23/12/2023 03:49:40;242.54;244.30;243.83;243.63;420.89;422.79;422.27;20.83;15.03;19.67;8.87;20.24;14.93;19.57;4.77;-0.89;0.81;0.97;-1.00;1.00;1.00;4.85;3.61;4.72;13.18;1.19;-0.21;0.19;1.12;5.03;3.67;4.74;13.37;3.47;4.36;3.98;82.80;78.36;68.65
23/12/2023 03:49:50;242.88;244.15;243.85;243.62;420.93;422.67;422.26;19.34;15.00;19.57;7.12;19.08;14.92;19.54;3.21;-0.91;0.78;0.99;-1.00;1.00;1.00;4.54;3.59;4.74;12.91;0.79;-0.22;0.19;0.76;5.03;3.67;4.74;13.37;3.47;4.36;3.98;82.80;78.36;68.65
23/12/2023 03:50:00;242.88;244.15;243.85;243.62;420.93;422.67;422.26;19.34;15.00;19.57;7.12;19.08;14.92;19.54;3.21;-0.91;0.78;0.99;-1.00;1.00;1.00;4.54;3.59;4.74;12.91;0.79;-0.22;0.19;0.76;4.71;3.65;4.75;13.02;3.51;4.49;4.05;88.48;78.80;88.71
23/12/2023 03:50:10;242.62;243.98;243.67;243.45;420.64;422.32;421.82;19.35;14.95;19.58;7.16;19.12;14.97;19.59;3.24;-0.92;0.74;0.99;-1.00;1.00;1.00;4.56;3.59;4.68;12.83;0.77;-0.22;0.17;0.71;4.70;3.65;4.79;13.06;3.52;4.49;4.05;88.48;78.80;88.71
23/12/2023 03:50:20;242.62;243.98;243.67;243.45;420.64;422.32;421.82;19.35;14.95;19.58;7.16;19.12;14.97;19.59;3.24;-0.92;0.74;0.99;-1.00;1.00;1.00;4.56;3.59;4.68;12.83;0.77;-0.22;0.17;0.71;4.70;3.65;4.79;13.06;3.52;4.46;4.02;88.72;78.33;68.08
23/12/2023 03:50:30;242.36;243.70;243.37;243.14;420.04;421.81;421.31;19.35;14.96;19.58;7.18;19.16;14.92;19.54;3.25;-0.89;0.84;0.99;-1.00;1.00;1.00;4.56;3.59;4.74;12.88;0.79;-0.22;0.19;0.75;4.69;3.66;4.77;13.07;3.42;4.37;4.02;85.49;78.71;68.05
23/12/2023 03:50:40;242.26;243.65;243.27;243.14;420.04;421.81;421.31;19.35;14.96;19.58;7.18;19.16;14.92;19.54;3.25;-0.89;0.84;0.99;-1.00;1.00;1.00;4.56;3.59;4.74;12.88;0.79;-0.22;0.19;0.75;4.69;3.66;4.77;13.07;3.42;4.37;4.02;85.49;78.71;68.05
23/12/2023 03:50:50;242.26;243.65;243.27;243.07;419.95;421.66;421.08;19.32;14.97;19.63;7.44;19.10;14.93;19.41;3.23;-0.92;0.77;0.99;-1.00;1.00;1.00;4.57;3.59;4.72;12.84;0.77;-0.22;0.19;0.75;4.69;3.65;4.75;13.03;3.45;4.38;3.98;85.37;78.73;130.40
23/12/2023 03:51:00;242.00;243.33;242.84;242.68;419.45;421.04;420.49;19.49;14.97;19.63;7.44;19.10;14.93;19.41;3.23;-0.92;0.77;0.99;-1.00;1.00;1.00;4.57;3.59;4.72;12.84;0.77;-0.22;0.19;0.75;4.69;3.65;4.75;13.03;3.45;4.38;3.98;85.37;78.73;130.40
23/12/2023 03:51:10;241.93;243.33;242.84;242.68;419.45;421.04;420.49;19.49;15.02;19.51;7.14;19.06;14.96;19.61;3.18;-0.93;0.78;0.99;-1.00;1.00;1.00;4.54;3.60;4.69;12.87;0.79;-0.22;0.17;0.75;4.71;3.65;4.75;13.04;3.46;4.36;3.94;88.54;78.90;22.33
23/12/2023 03:51:20;241.93;243.35;242.83;242.73;419.64;420.99;420.47;19.42;14.98;19.51;7.16;19.17;14.98;19.61;3.18;-0.93;0.78;0.99;-1.00;1.00;1.00;4.54;3.60;4.69;12.87;0.79;-0.22;0.17;0.75;4.71;3.65;4.75;13.04;3.46;4.36;3.94;88.54;78.90;22.33
23/12/2023 03:51:30;241.93;243.35;242.83;242.73;419.64;420.99;420.47;19.42;14.98;19.51;7.16;19.17;14.98;19.50;3.22;-0.91;0.62;0.99;-1.00;1.00;1.00;4.57;3.60;4.69;12.80;0.76;-0.21;0.19;0.72;4.71;3.65;4.70;13.00;3.43;4.40;3.97;88.43;78.52;68.47
23/12/2023 03:51:40;241.93;243.25;242.71;242.62;419.44;420.84;420.40;19.42;15.00;19.46;7.18;19.13;15.00;19.57;3.25;-0.90;0.74;0.99;-1.00;1.00;1.00;4.57;3.60;4.69;12.80;0.76;-0.21;0.19;0.72;4.71;3.65;4.70;13.00;3.43;4.40;3.97;88.43;78.52;68.47
23/12/2023 03:51:50;241.93;243.25;242.71;242.62;419.44;420.84;420.40;19.42;15.00;19.46;7.18;19.13;15.00;19.57;3.25;-0.90;0.74;0.99;-1.00;1.00;1.00;4.56;3.58;4.70;12.85;0.78;-0.07;0.18;0.89;4.69;3.76;4.72;13.11;3.44;4.35;3.98;88.27;75.35;68.20
23/12/2023 03:52:00;241.79;242.97;242.69;242.48;419.33;420.88;420.39;19.40;15.50;19.53;6.64;19.17;15.47;19.52;3.24;-0.70;0.65;0.99;-1.00;1.00;1.00;4.58;3.71;4.70;12.85;0.78;-0.07;0.18;0.89;4.69;3.76;4.72;13.11;3.44;4.35;3.98;88.27;75.35;68.20
23/12/2023 03:52:10;241.79;242.97;242.69;242.48;419.33;420.88;420.39;19.40;15.50;19.53;6.64;19.17;15.47;19.52;3.24;-0.70;0.65;0.99;-1.00;1.00;1.00;4.58;3.71;4.65;12.91;0.79;-0.17;0.19;0.81;4.71;3.76;4.74;13.13;3.48;4.33;3.98;88.08;75.74;100.55
23/12/2023 03:52:20;241.96;243.17;242.82;242.64;419.39;420.91;420.57;19.45;15.44;19.56;6.68;19.19;15.46;19.66;3.20;-0.68;0.46;0.99;-1.00;1.00;1.00;4.55;3.71;4.67;12.93;0.79;-0.17;0.09;0.81;4.71;3.76;4.74;13.13;3.48;4.33;3.98;88.08;75.74;100.55
23/12/2023 03:52:30;241.96;243.17;242.82;242.64;419.39;420.91;420.57;19.45;15.44;19.56;6.68;19.19;15.46;19.66;3.20;-0.68;0.46;0.99;-1.00;1.00;1.00;4.55;3.71;4.67;12.93;0.79;-0.17;0.09;0.81;4.71;3.75;4.73;13.18;3.48;4.37;3.97;87.92;76.16;16.08
23/12/2023 03:52:40;242.23;243.45;243.12;243.00;419.97;421.62;421.06;19.44;15.43;19.51;6.53;19.14;15.45;19.38;3.20;-0.70;0.78;0.99;-1.00;1.00;1.00;4.55;3.69;4.76;12.99;0.79;-0.16;0.19;0.79;4.68;3.76;4.76;13.18;3.48;4.37;3.97;87.92;76.16;16.08
23/12/2023 03:52:50;242.23;243.45;243.12;243.00;419.97;421.62;421.06;19.44;15.43;19.51;6.53;19.14;15.45;19.38;3.20;-0.70;0.78;0.99;-1.00;1.00;1.00;4.55;3.69;4.76;12.99;0.79;-0.16;0.19;0.79;4.68;3.76;4.76;13.16;3.40;4.37;3.97;85.66;75.83;104.69
23/12/2023 03:53:00;242.09;243.33;243.04;242.82;419.63;421.30;420.75;19.33;15.46;19.39;6.52;19.13;15.46;19.46;3.19;-0.68;0.74;0.99;-1.00;1.00;1.00;4.54;3.71;4.69;12.94;0.77;-0.17;0.15;0.75;4.69;3.76;4.74;13.17;3.43;4.37;3.97;85.66;75.83;104.69
23/12/2023 03:53:10;241.88;243.14;243.04;242.82;419.63;421.30;420.75;19.33;15.46;19.39;6.52;19.13;15.46;19.46;3.19;-0.68;0.74;0.99;-1.00;1.00;1.00;4.54;3.71;4.69;12.94;0.77;-0.17;0.15;0.75;4.69;3.76;4.74;13.17;3.43;4.37;3.97;86.16;75.78;68.63
23/12/2023 03:53:20;241.88;243.14;242.87;242.64;419.29;421.00;420.57;19.44;15.46;19.77;6.57;19.18;15.43;19.42;3.21;-0.64;0.79;0.99;-1.00;1.00;1.00;4.56;3.71;4.77;13.03;0.79;-0.17;0.19;0.81;4.70;3.76;4.74;13.15;3.43;4.34;3.97;88.20;75.65;68.71
23/12/2023 03:53:30;241.53;242.77;242.59;242.30;418.77;420.54;420.08;19.44;15.46;19.77;6.57;19.18;15.43;19.42;3.21;-0.64;0.79;0.99;-1.00;1.00;1.00;4.56;3.71;4.77;13.03;0.79;-0.17;0.19;0.81;4.70;3.76;4.74;13.15;3.43;4.34;3.97;88.20;75.65;68.71
23/12/2023 03:53:40;241.53;242.77;242.59;242.30;418.77;420.54;420.08;19.54;15.47;19.52;6.51;19.17;15.47;19.58;3.26;-0.72;0.62;0.99;-1.00;1.00;1.00;4.57;3.71;4.69;12.94;0.79;-0.17;0.18;0.78;4.69;3.75;4.69;13.08;3.41;4.35;3.98;88.50;75.96;68.27
23/12/2023 03:53:50;241.79;242.98;242.77;242.49;418.99;420.84;420.33;19.41;15.48;19.56;6.70;19.17;15.47;19.58;3.26;-0.72;0.62;0.99;-1.00;1.00;1.00;4.57;3.71;4.69;12.94;0.79;-0.17;0.18;0.78;4.69;3.75;4.69;13.08;3.41;4.35;3.98;88.50;75.96;68.27
23/12/2023 03:54:00;241.79;242.98;242.77;242.49;418.99;420.84;420.33;19.41;15.48;19.56;6.70;19.23;15.43;19.53;3.25;-0.75;0.66;0.99;-1.00;1.00;1.00;4.56;3.71;4.71;12.98;0.75;-0.17;0.20;0.79;4.72;3.75;4.73;13.15;3.46;4.34;3.98;88.57;76.03;220.39
23/12/2023 03:54:10;241.73;243.04;242.77;242.51;418.91;420.58;420.07;19.38;15.46;19.60;6.64;19.12;15.45;19.55;3.19;-0.71;0.66;0.99;-1.00;1.00;1.00;4.56;3.71;4.71;12.98;0.75;-0.17;0.20;0.79;4.72;3.75;4.73;13.15;3.46;4.34;3.98;88.57;76.03;220.39
23/12/2023 03:54:20;241.73;243.04;242.77;242.51;418.91;420.58;420.07;19.38;15.46;19.60;6.64;19.12;15.45;19.55;3.19;-0.71;0.77;0.99;-1.00;1.00;1.00;4.55;3.69;4.66;12.92;0.79;-0.17;0.19;0.78;4.67;3.76;4.78;13.17;3.42;4.36;3.95;85.84;76.05;68.39
23/12/2023 03:54:30;241.89;243.21;242.84;242.64;419.38;420.97;420.36;19.43;15.46;19.54;6.69;19.13;15.41;19.37;3.19;-0.72;0.78;0.99;-1.00;1.00;1.00;4.55;3.69;4.66;12.92;0.79;-0.17;0.19;0.78;4.67;3.76;4.78;13.17;3.42;4.36;3.95;85.84;76.05;68.39
23/12/2023 03:54:40;241.84;243.21;242.84;242.64;419.38;420.97;420.36;19.43;15.46;19.54;6.69;19.13;15.41;19.37;3.19;-0.72;0.78;0.99;-1.00;1.00;1.00;4.55;3.71;4.67;12.93;0.76;-0.17;0.19;0.78;4.70;3.76;4.77;13.12;3.64;4.36;3.97;85.58;75.87;68.20
23/12/2023 03:54:50;241.84;243.20;242.95;242.71;419.42;421.18;420.72;19.52;15.42;19.39;6.53;19.11;15.50;19.45;3.13;-0.67;0.79;0.99;-1.00;1.00;1.00;4.56;3.71;4.68;13.01;0.79;-0.17;0.07;0.78;4.70;3.76;4.77;13.12;3.64;4.36;3.97;85.58;75.87;68.20
23/12/2023 03:55:00;241.84;243.20;242.95;242.71;419.42;421.18;420.72;19.52;15.42;19.39;6.53;19.11;15.50;19.45;3.13;-0.67;0.79;0.99;-1.00;1.00;1.00;4.56;3.71;4.68;13.01;0.79;-0.17;0.07;0.78;4.70;3.76;4.74;13.15;3.45;4.37;3.96;88.92;75.65;8.41
23/12/2023 03:55:10;242.03;243.20;242.92;242.72;419.41;421.09;420.58;19.35;15.44;19.59;6.65;19.19;15.41;19.43;3.28;-0.69;0.77;0.99;-1.00;1.00;1.00;4.54;3.69;4.69;12.93;0.77;-0.17;0.19;0.79;4.73;3.74;4.80;13.15;3.45;4.37;3.96;88.92;75.65;8.41
23/12/2023 03:55:20;242.03;243.20;242.92;242.72;419.41;421.09;420.58;19.35;15.44;19.59;6.65;19.19;15.41;19.43;3.28;-0.69;0.77;0.99;-1.00;1.00;1.00;4.54;3.69;4.69;12.93;0.77;-0.17;0.19;0.79;4.73;3.74;4.80;13.22;3.48;4.35;3.97;85.52;76.35;68.51
23/12/2023 03:55:30;242.09;243.29;243.07;242.82;419.57;421.20;420.74;19.44;15.45;19.48;6.76;19.24;15.40;19.46;3.32;-0.69;0.58;0.98;-1.00;1.00;1.00;4.58;3.69;4.68;12.93;0.79;-0.17;0.12;0.73;4.71;3.76;4.75;13.15;3.43;4.36;3.95;85.73;75.66;68.51
23/12/2023 03:55:40;241.91;243.10;243.07;242.82;419.57;421.20;420.74;19.44;15.45;19.48;6.76;19.24;15.40;19.46;3.32;-0.69;0.58;0.98;-1.00;1.00;1.00;4.58;3.69;4.68;12.93;0.79;-0.17;0.12;0.73;4.71;3.76;4.75;13.15;3.43;4.36;3.95;85.73;75.66;11.23
23/12/2023 03:55:50;241.91;243.10;242.90;242.63;419.26;420.93;420.48;19.44;15.42;19.59;6.65;19.14;15.45;19.43;3.26;-0.76;0.75;0.99;-1.00;1.00;1.00;4.57;3.69;4.70;12.96;0.79;-0.18;0.18;0.80;4.69;3.75;4.70;13.12;3.42;4.34;3.92;85.97;75.86;68.06
